time,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3
2013-03-01,2013.0,3.0,1.0,11.5,7.541666666666667,12.375,15.956521739130435,12.35,339.1304347826087,78.21739130434783
2013-03-02,2013.0,3.0,2.0,11.5,32.708333333333336,41.375,40.0112,49.8534875,765.1739130434783,35.00501666666667
2013-03-03,2013.0,3.0,3.0,11.5,57.625,80.75,38.291666666666664,48.04347826086956,945.8333333333334,27.833333333333332
2013-03-04,2013.0,3.0,4.0,11.5,19.105263157894736,45.875,25.708333333333332,35.125,524.9583333333334,55.916666666666664
2013-03-05,2013.0,3.0,5.0,11.5,106.14285714285714,121.33333333333333,52.0,68.47826086956522,1345.3181818181818,87.95833333333333
2013-03-06,2013.0,3.0,6.0,11.5,167.625,195.375,65.79166666666667,86.58333333333333,2095.625,80.375
2013-03-07,2013.0,3.0,7.0,11.5,206.41666666666666,241.8181818181818,64.0,121.66666666666667,2466.375,63.583333333333336
2013-03-08,2013.0,3.0,8.0,11.5,194.875,232.25,58.55776666666666,88.81046250000001,2303.913043478261,85.79166666666667
2013-03-09,2013.0,3.0,9.0,11.5,52.125,142.75,29.565217391304348,33.43478260869565,804.3478260869565,102.5
2013-03-10,2013.0,3.0,10.0,11.5,43.625,68.91666666666667,32.25,46.583333333333336,762.5,90.54166666666667
2013-03-11,2013.0,3.0,11.0,11.5,119.54166666666667,141.875,73.0,72.375,1295.6666666666667,70.95833333333333
2013-03-12,2013.0,3.0,12.0,11.5,106.54166666666667,104.66666666666667,29.833333333333332,81.75,1208.1666666666667,41.875
2013-03-13,2013.0,3.0,13.0,11.5,10.583333333333334,16.458333333333332,15.083333333333334,19.25,322.72727272727275,85.45833333333333
2013-03-14,2013.0,3.0,14.0,11.5,108.0,120.79166666666667,32.458333333333336,78.20833333333333,1470.5833333333333,79.25
2013-03-15,2013.0,3.0,15.0,11.5,220.83333333333334,223.95833333333334,49.583333333333336,102.04166666666667,2021.4782608695652,45.375
2013-03-16,2013.0,3.0,16.0,11.5,236.0,223.91666666666666,48.375,83.08333333333333,2038.9130434782608,77.70833333333333
2013-03-17,2013.0,3.0,17.0,11.5,280.2916666666667,285.9166666666667,65.83333333333333,105.54166666666667,2521.4347826086955,99.66666666666667
2013-03-18,2013.0,3.0,18.0,11.5,95.41666666666667,115.875,10.25,32.708333333333336,799.9166666666666,87.79166666666667
2013-03-19,2013.0,3.0,19.0,11.5,29.458333333333332,14.958333333333334,4.375,29.208333333333332,479.1666666666667,40.0
2013-03-20,2013.0,3.0,20.0,11.5,35.75,32.958333333333336,6.625,33.083333333333336,591.6666666666666,54.625
2013-03-21,2013.0,3.0,21.0,11.5,122.16666666666667,129.875,20.541666666666668,62.5,1369.3478260869565,28.91304347826087
2013-03-22,2013.0,3.0,22.0,11.5,64.875,107.0,20.125,33.791666666666664,637.5,59.416666666666664
2013-03-23,2013.0,3.0,23.0,11.5,40.0,52.541666666666664,28.666666666666668,28.22222222222222,795.8333333333334,43.75
2013-03-24,2013.0,3.0,24.0,11.5,11.916666666666666,20.75,5.791666666666667,12.5,284.2105263157895,69.78435833333334
2013-03-25,2013.0,3.0,25.0,11.5,91.95833333333333,119.29166666666667,32.7022,6.8396684210526315,2061.875,35.0228347826087
2013-03-26,2013.0,3.0,26.0,11.5,182.125,210.33333333333334,32.333333333333336,5.857142857142857,1827.0454545454545,22.359858333333335
2013-03-27,2013.0,3.0,27.0,11.5,94.0,137.7826086956522,11.583333333333334,10.181818181818182,1426.0,56.3016
2013-03-28,2013.0,3.0,28.0,11.5,19.333333333333332,38.708333333333336,7.583333333333333,19.5,795.8333333333334,78.125
